"name","month","opened","responses","activities"
"dev99","2014-12",10,27,37
"dev98","2013-11",0,4,4
"dev99","2015-06",12,49,61
"dev96","2006-06",0,15,15
"dev96","2006-07",0,5,5
"dev17","2003-04",2,0,2
"dev16","2003-06",4,0,4
"dev17","2003-06",8,0,8
"dev17","2003-07",7,6,13
"dev17","2003-08",1,6,7
"dev16","2003-11",4,0,4
"dev17","2003-12",8,23,31
"dev17","2004-05",29,0,29
"dev7","2011-02",0,5,5
"dev7","2006-06",0,9,9
"dev99","2015-07",11,40,51
"dev99","2009-10",0,2,2
"dev99","2010-02",0,2,2
"dev99","2011-08",0,1,1
"dev98","2010-11",0,2,2
"dev98","2010-09",0,1,1
"dev98","2010-10",0,5,5
"dev98","2011-03",0,1,1
"dev98","2010-05",0,3,3
"dev98","2010-06",0,1,1
"dev98","2011-01",1,0,1
"dev99","2005-08",2,0,2
"dev7","2004-10",1,0,1
"dev98","2011-06",1,3,4
"dev98","2011-04",0,7,7
"dev98","2014-07",0,1,1
"dev98","2013-12",0,1,1
"dev99","2015-01",5,9,14
"dev7","2011-04",0,3,3
"dev99","2007-04",0,2,2
"dev99","2013-10",3,26,29
"dev99","2012-04",0,4,4
"dev99","2013-11",1,14,15
"dev99","2013-06",3,16,19
"dev99","2015-03",8,17,25
"dev99","2012-03",1,4,5
"dev99","2015-04",5,22,27
"dev99","2015-02",2,8,10
"dev99","2011-10",0,6,6
"dev99","2013-12",3,6,9
"dev98","2013-06",2,9,11
"dev98","2012-05",11,44,55
"dev98","2011-08",9,25,34
"dev98","2013-02",1,5,6
"dev98","2012-11",2,20,22
"dev98","2012-04",6,9,15
"dev98","2013-04",4,15,19
"dev98","2012-09",1,14,15
"dev98","2011-10",1,20,21
"dev98","2012-06",3,21,24
"dev98","2012-10",1,2,3
"dev98","2012-08",2,7,9
"dev98","2012-07",0,9,9
"dev98","2011-07",0,3,3
"dev98","2012-01",0,8,8
"dev98","2013-01",2,9,11
"dev98","2013-07",5,9,14
"dev98","2012-02",1,1,2
"dev98","2011-09",1,7,8
"dev98","2012-03",1,6,7
"dev98","2013-03",0,2,2
"dev7","2008-11",2,5,7
"dev98","2009-12",1,3,4
"dev98","2010-02",0,7,7
"dev7","2011-03",0,2,2
"dev98","2010-04",0,2,2
"dev7","2014-03",0,537,537
"dev7","2013-05",0,555,555
"dev7","2013-07",0,266,266
"dev7","2013-11",0,141,141
"dev7","2015-03",0,266,266
"dev7","2014-09",0,633,633
"dev7","2014-01",0,518,518
"dev7","2014-06",0,418,418
"dev7","2014-07",0,777,777
"dev7","2014-08",0,591,591
"dev7","2014-05",0,280,280
"dev7","2014-04",0,302,302
"dev7","2013-03",0,140,140
"dev7","2013-06",0,153,153
"dev7","2013-04",0,262,262
"dev7","2014-11",0,140,140
"dev7","2013-02",0,132,132
"dev7","2014-02",0,299,299
"dev7","2013-09",0,365,365
"dev7","2013-08",0,412,412
"dev7","2013-12",0,137,137
