"name","month","opened","responses","activities"
"dev31","2009-03",0,0,73
"dev29","2009-03",0,0,7
"dev33","2009-03",0,0,5
"dev22","2009-03",0,0,24
"dev27","2009-03",0,0,7
"dev20","2009-03",0,0,16
"dev64","2009-03",0,0,3
"dev68","2009-03",0,0,4
"dev60","2009-03",0,0,2
"dev61","2009-03",0,0,1
"dev56","2009-03",0,0,3
"dev59","2009-03",0,0,1
"dev31","2009-05",0,0,4
"dev56","2009-05",0,0,2
"dev21","2009-05",0,0,6
"dev20","2009-05",0,0,10
"dev22","2009-05",0,0,25
"dev27","2009-05",0,0,5
"dev4","2009-05",0,0,4
"dev29","2009-05",0,0,7
"dev60","2009-05",0,0,3
"dev61","2009-05",0,0,1
"dev60","2009-11",0,0,2
"dev22","2009-11",0,0,8
"dev4","2009-11",0,0,10
"dev21","2009-11",0,0,3
"dev68","2009-11",0,0,1
"dev27","2009-11",0,0,2
"dev29","2009-11",0,0,3
"dev31","2009-11",0,0,1
"dev22","2009-10",0,0,59
"dev29","2009-10",0,0,3
"dev21","2009-10",0,0,3
"dev4","2009-10",0,0,14
"dev31","2009-10",0,0,1
"dev20","2009-10",0,0,2
"dev60","2009-10",0,0,7
"dev61","2009-10",0,0,1
"dev59","2009-10",0,0,1
"dev21","2009-09",0,0,9
"dev33","2009-09",0,0,3
"dev31","2009-09",0,0,10
"dev4","2009-09",0,0,4
"dev22","2009-09",0,0,26
"dev68","2009-09",0,0,1
"dev29","2009-09",0,0,1
"dev20","2009-09",0,0,3
"dev27","2009-09",0,0,1
"dev4","2010-04",0,0,6
"dev29","2010-04",0,0,3
"dev21","2010-04",0,0,1
"dev61","2010-04",0,0,1
"dev22","2010-04",0,0,1
"dev20","2010-04",0,0,1
"dev24","2010-04",0,0,1
"dev59","2010-08",0,0,2
"dev22","2010-08",0,0,5
"dev29","2010-08",0,0,2
"dev24","2010-08",0,0,1
"dev27","2010-08",0,0,1
"dev62","2010-12",0,0,2
"dev59","2010-12",0,0,1
"dev33","2010-12",0,0,4
"dev4","2010-12",0,0,5
"dev24","2010-12",0,0,1
"dev61","2010-12",0,0,2
"dev27","2010-12",0,0,3
"dev27","2010-02",0,0,4
"dev20","2010-02",0,0,1
"dev22","2010-02",0,0,7
"dev60","2010-02",0,0,2
"dev4","2010-02",0,0,13
"dev61","2010-02",0,0,4
"dev21","2010-02",0,0,2
"dev59","2010-02",0,0,1
"dev31","2010-02",0,0,2
"dev29","2010-02",0,0,3
"dev27","2010-01",0,0,2
"dev4","2010-01",0,0,7
"dev21","2010-01",0,0,2
"dev22","2010-01",0,0,6
"dev26","2010-01",0,0,1
"dev31","2010-01",0,0,1
"dev22","2010-07",0,0,4
"dev4","2010-07",0,0,1
"dev33","2010-06",0,0,1
"dev24","2010-06",0,0,2
"dev20","2010-06",0,0,2
"dev22","2010-06",0,0,5
"dev4","2010-03",0,0,9
"dev26","2010-03",0,0,1
"dev29","2010-03",0,0,6
"dev21","2010-03",0,0,3
"dev22","2010-03",0,0,8
"dev60","2010-03",0,0,1
"dev27","2010-03",0,0,8
"dev20","2010-03",0,0,1
"dev23","2010-03",0,0,1
"dev27","2010-05",0,0,3
"dev22","2010-05",0,0,2
"dev60","2010-05",0,0,1
"dev21","2010-05",0,0,2
"dev4","2010-11",0,0,9
"dev57","2010-11",0,0,1
"dev22","2010-11",0,0,1
"dev29","2010-11",0,0,3
"dev4","2010-10",0,0,4
"dev22","2010-10",0,0,1
"dev59","2010-10",0,0,1
"dev24","2010-10",0,0,1
"dev4","2010-09",0,0,5
"dev29","2010-09",0,0,1
"dev27","2010-09",0,0,1
"dev62","2011-04",0,0,1
"dev62","2011-08",0,0,1
"dev27","2011-12",0,0,3
"dev33","2011-12",0,0,2
"dev4","2011-02",0,0,1
"dev4","2011-01",0,0,4
"dev27","2011-01",0,0,1
"dev27","2011-07",0,0,4
"dev59","2011-07",0,0,1
"dev27","2011-06",0,0,2
"dev59","2011-06",0,0,1
"dev4","2011-03",0,0,1
"dev27","2011-03",0,0,1
"dev62","2011-03",0,0,1
"dev27","2011-11",0,0,4
"dev61","2011-11",0,0,5
"dev61","2011-10",0,0,1
"dev27","2011-10",0,0,1
"dev27","2011-09",0,0,1
"dev27","2012-04",0,0,1
"dev33","2012-04",0,0,5
"dev61","2012-04",0,0,1
"dev27","2012-08",0,0,1
"dev27","2012-02",0,0,4
"dev61","2012-01",0,0,1
"dev62","2012-06",0,0,2
"dev61","2012-06",0,0,1
"dev33","2012-05",0,0,1
"dev27","2012-05",0,0,1
"dev27","2012-11",0,0,1
"dev27","2012-10",0,0,1
"dev27","2012-09",0,0,1
"dev4","2013-08",0,0,2
"dev61","2013-01",0,0,3
"dev4","2013-06",0,0,1
"dev59","2013-03",0,0,1
"dev4","2013-05",0,0,1
